project_id,deployment_id,image_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license,bounding_boxes
2008093,CCER4 ML Training 2025,80fe1831-ded8-44f4-8392-6c4dcbecce35,RCNX0002_2024TRAIN_ML-CCER4_00.JPG,gs://145625598251_2008093_571_ccer_sentinel_studen__main/deployment/2415501/prod/directUpload/80fe1831-ded8-44f4-8392-6c4dcbecce35.JPG,0,Computer vision,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-05-05 15:42:53,1,,,false,,,,false,,0.97,CC-BY-NC,"{""{\""detectionBox\"":[0.019444435834884644,0.29541015625,0.9618055522441864,1]}"",""{\""detectionBox\"":[0.6583333611488342,0.158203125,0.7208333611488342,0.18505859375]}""}"
2008093,CCER4 ML Training 2025,a519d031-7f5c-4f4a-a0a6-90f4c1719a2a,RCNX0002_2024TRAIN_ML-CCER4_01.JPG,gs://145625598251_2008093_571_ccer_sentinel_studen__main/deployment/2415501/prod/directUpload/a519d031-7f5c-4f4a-a0a6-90f4c1719a2a.JPG,0,Computer vision,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-05-05 15:45:25,1,,,false,,,,false,,0.97,CC-BY-NC,"{""{\""detectionBox\"":[0.31666669249534607,0,0.9770833551883698,0.2490234375]}"",""{\""detectionBox\"":[0.43888890743255615,0.39697265625,0.8979166746139526,0.53759765625]}""}"
2008093,CCER4 ML Training 2025,fba7c5e5-0d51-478b-9985-eb5baa865633,RCNX0001_2024TRAIN_ML-CCER4_00.JPG,gs://145625598251_2008093_571_ccer_sentinel_studen__main/deployment/2415501/prod/directUpload/fba7c5e5-0d51-478b-9985-eb5baa865633.JPG,0,Computer vision,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-05-05 15:42:52,1,,,false,,,,false,,0.97,CC-BY-NC,"{""{\""detectionBox\"":[0.019444435834884644,0.236328125,0.9756944477558136,0.99951171875]}""}"
2008093,CCER4 ML Training 2025,64343257-b436-4c42-874d-36e6452f6631,RCNX0001_2024TRAIN_ML-CCER4_02.JPG,gs://145625598251_2008093_571_ccer_sentinel_studen__main/deployment/2415501/prod/directUpload/64343257-b436-4c42-874d-36e6452f6631.JPG,0,Computer vision,e3954aac-8c80-4308-9ca4-0f35b079fe3b,Mammalia,Primates,Hominidae,Homo,,Homo Species,,2024-05-05 16:46:53,1,,,false,,,,false,,0.99,CC-BY-NC,"{""{\""detectionBox\"":[0.5298611000180244,0.47265625,0.6958333179354668,0.5302734375]}"",""{\""detectionBox\"":[0.5479166433215141,0.5634765625,0.6763888671994209,0.62939453125]}"",""{\""detectionBox\"":[0.5298611298203468,0.47265625,0.6965278014540672,0.53125]}"",""{\""detectionBox\"":[0.5472221970558167,0.56396484375,0.6770833134651184,0.62939453125]}"",""{\""detectionBox\"":[0.6027777977287769,0.4912109375,0.6993055753409863,0.52587890625]}""}"
2008093,CCER4 ML Training 2025,3b3595c1-4006-42df-98be-4b60a9081ccf,RCNX0002_2024TRAIN_ML-CCER4_02.JPG,gs://145625598251_2008093_571_ccer_sentinel_studen__main/deployment/2415501/prod/directUpload/3b3595c1-4006-42df-98be-4b60a9081ccf.JPG,0,Computer vision,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-05-05 16:46:54,1,,,false,,,,false,,0.78,CC-BY-NC,"{""{\""detectionBox\"":[0.5430555567145348,0.5400390625,0.6756944432854652,0.60107421875]}"",""{\""detectionBox\"":[0.60208335891366,0.4501953125,0.6965278051793575,0.50341796875]}"",""{\""detectionBox\"":[0.5319444388151169,0.45751953125,0.6770833283662796,0.5078125]}""}"
2008093,CCER4 ML Training 2025,162dd0b8-2700-4729-b0aa-2f9403d98c7c,RCNX0001_2024TRAIN_ML-CCER4_01.JPG,gs://145625598251_2008093_571_ccer_sentinel_studen__main/deployment/2415501/prod/directUpload/162dd0b8-2700-4729-b0aa-2f9403d98c7c.JPG,0,Computer vision,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-05-05 15:45:24,1,,,false,,,,false,,0.97,CC-BY-NC,"{""{\""detectionBox\"":[0.2958333194255829,0,0.977777749300003,0.2451171875]}"",""{\""detectionBox\"":[0.4131944477558136,0.42626953125,0.8826389014720917,0.54345703125]}""}"
2008093,CCER4 ML Training 2025,bd11ed85-95b6-436e-934c-fd18739a9410,RCNX0003_2024TRAIN_ML-CCER4_00.JPG,gs://145625598251_2008093_571_ccer_sentinel_studen__main/deployment/2415501/prod/directUpload/bd11ed85-95b6-436e-934c-fd18739a9410.JPG,0,Computer vision,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-05-05 15:42:54,1,,,false,,,,false,,0.97,CC-BY-NC,"{""{\""detectionBox\"":[0.020833343267440796,0,0.9756944477558136,1]}""}"
2008093,CCER4 ML Training 2025,f9bca891-e78e-4629-8af0-f7ce17d8df45,RCNX0003_2024TRAIN_ML-CCER4_01.JPG,gs://145625598251_2008093_571_ccer_sentinel_studen__main/deployment/2415501/prod/directUpload/f9bca891-e78e-4629-8af0-f7ce17d8df45.JPG,0,Computer vision,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-05-05 15:45:26,1,,,false,,,,false,,0.97,CC-BY-NC,"{""{\""detectionBox\"":[0.3125,0,0.9770833253860474,0.244140625]}"",""{\""detectionBox\"":[0.43194445967674255,0.39501953125,0.8881944715976715,0.5185546875]}""}"
2008093,CCER4 ML Training 2025,79ef776d-0375-44b0-b76a-c812c3dc94bb,RCNX0003_2024TRAIN_ML-CCER4_02.JPG,gs://145625598251_2008093_571_ccer_sentinel_studen__main/deployment/2415501/prod/directUpload/79ef776d-0375-44b0-b76a-c812c3dc94bb.JPG,0,Computer vision,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-05-05 16:46:55,1,,,false,,,,false,,0.79,CC-BY-NC,"{""{\""detectionBox\"":[0.5284722074866295,0.4130859375,0.69236109405756,0.470703125]}"",""{\""detectionBox\"":[0.6354166585952044,0.4248046875,0.6937499921768904,0.47021484375]}"",""{\""detectionBox\"":[0.5527778044342995,0.5107421875,0.670138917863369,0.55712890625]}"",""{\""detectionBox\"":[0.5513888634741306,0.51025390625,0.6680555306375027,0.5556640625]}"",""{\""detectionBox\"":[0.6361110880970955,0.44921875,0.6819444224238396,0.50341796875]}"",""{\""detectionBox\"":[0.5819444414228201,0.541015625,0.6319444421678782,0.5634765625]}""}"
2008093,CCER4 ML Training 2025,e9ec7be9-0ac4-40dc-bf10-13ab5d84f8a1,RCNX0004_2024TRAIN_ML-CCER4_00.JPG,gs://145625598251_2008093_571_ccer_sentinel_studen__main/deployment/2415501/prod/directUpload/e9ec7be9-0ac4-40dc-bf10-13ab5d84f8a1.JPG,0,Computer vision,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-05-05 15:42:55,1,,,false,,,,false,,0.99,CC-BY-NC,"{""{\""detectionBox\"":[0.019444435834884644,0.392578125,0.9590277969837189,1]}""}"
